"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
1239,"Bacillus oceanisediminis","Bhandara28","SAMN05363639 ","PRJNA328598","GCA_001856025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/025/GCA_001856025.1_ASM185602v1"
1240,"Bacillus xiamenensis","VV3","SAMN05933005 ","PRJNA349777","GCA_001857925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/857/925/GCA_001857925.1_ASM185792v1"
1241,"Bacillus velezensis","9912D","SAMN05517979 ","PRJNA349795","GCA_001857985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/857/985/GCA_001857985.1_ASM185798v1"
1242,"Bacillus aryabhattai","AB211","SAMN05425717 ","PRJNA330776","GCA_001858395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/395/GCA_001858395.1_ASM185839v1"
1243,"Bacillus sp. MUM 116","MUM 116","SAMN05915830 ","PRJNA343851","GCA_001866655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/655/GCA_001866655.1_ASM186665v1"
1244,"Bacillus sp. MUM 13","MUM 13","SAMN05915829 ","PRJNA343850","GCA_001866725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/725/GCA_001866725.1_ASM186672v1"
1245,"Bacillus amyloliquefaciens","K2","SAMN05920291 ","PRJNA349099","GCA_001866745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/745/GCA_001866745.1_ASM186674v1"
1247,"Bacillus amyloliquefaciens","Y14","SAMN05969227 ","PRJNA352297","GCA_001874385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/385/GCA_001874385.1_ASM187438v1"
1248,"Bacillus sp. FMQ74","FMQ74","SAMN05946063 ","PRJNA350789","GCA_001875785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/785/GCA_001875785.1_ASM187578v1"
1249,"Bacillus subtilis","RE1.1","SAMN04590045 ","PRJNA316783","GCA_001876485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/876/485/GCA_001876485.1_ASM187648v1"
1250,"Bacillus subtilis","RE1.4","SAMN04590047 ","PRJNA316783","GCA_001876515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/876/515/GCA_001876515.1_ASM187651v1"
1252,"Bacillus licheniformis","RE1.59","SAMN04590051 ","PRJNA316783","GCA_001876555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/876/555/GCA_001876555.1_ASM187655v1"
1255,"Bacillus licheniformis","RE1.61","SAMN04590053 ","PRJNA316783","GCA_001876655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/876/655/GCA_001876655.1_ASM187665v1"
1256,"Bacillus aquimaris","SAMM","SAMN05728461 ","PRJNA341790","GCA_001877785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/877/785/GCA_001877785.1_PlanoSAMM"
1257,"Bacillus thuringiensis serovar aizawai","HD-133","SAMN05990350 ","PRJNA352636","GCA_001880115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/115/GCA_001880115.1_ASM188011v1"
1258,"Bacillus thuringiensis serovar kurstaki","BP865","SAMN05990349 ","PRJNA352635","GCA_001880125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/125/GCA_001880125.1_ASM188012v1"
1259,"Bacillus cereus","AR156","SAMN04924832 ","PRJNA320205","GCA_001880305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/305/GCA_001880305.1_ASM188030v1"
1260,"Bacillus cereus","N31","SAMN05230499 ","PRJNA325398","GCA_001883865.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/865/GCA_001883865.1_ASM188386v1"
1261,"Bacillus thuringiensis","B-2012","SAMN05231664 ","PRJNA325400","GCA_001883875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/875/GCA_001883875.1_ASM188387v1"
1262,"Bacillus anthracis","N1ZF-2","SAMN05230475 ","PRJNA325396","GCA_001883885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/885/GCA_001883885.1_ASM188388v1"
1263,"Bacillus anthracis","L19","SAMN05230456 ","PRJNA325380","GCA_001883895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/895/GCA_001883895.1_ASM188389v1"
1264,"Bacillus thuringiensis","FN31","SAMN05231665 ","PRJNA325401","GCA_001883945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/945/GCA_001883945.1_ASM188394v1"
1265,"Bacillus cereus","A8S3","SAMN05230476 ","PRJNA325395","GCA_001883965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/965/GCA_001883965.1_ASM188396v1"
1266,"Bacillus cereus","Co15","SAMN05230498 ","PRJNA325397","GCA_001883975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/975/GCA_001883975.1_ASM188397v1"
1267,"Bacillus sp. MN5","Mn5","SAMN05231549 ","PRJNA325890","GCA_001883995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/883/995/GCA_001883995.1_ASM188399v1"
1268,"Bacillus sp. EB422","EB422","SAMN05231547 ","PRJNA325889","GCA_001884025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/025/GCA_001884025.1_ASM188402v1"
1269,"Bacillus sp. N24","N24","SAMN05231550 ","PRJNA325891","GCA_001884035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/035/GCA_001884035.1_ASM188403v1"
1270,"Bacillus sp. 0711P9-1","0711P9-1","SAMN05231544 ","PRJNA325888","GCA_001884045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/045/GCA_001884045.1_ASM188404v1"
1271,"Bacillus sp. TD42","TD42","SAMN05231663 ","PRJNA325897","GCA_001884065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/065/GCA_001884065.1_ASM188406v1"
1272,"Bacillus sp. TD41","TD41","SAMN05231662 ","PRJNA325892","GCA_001884105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/105/GCA_001884105.1_ASM188410v1"
1273,"Bacillus sp. 4048","4048","SAMN05231545 ","PRJNA326282","GCA_001884125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/125/GCA_001884125.1_ASM188412v1"
1274,"Bacillus sp. 4049","4049","SAMN05231546 ","PRJNA326283","GCA_001884135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/135/GCA_001884135.1_ASM188413v1"
1275,"Bacillus sp. L27","L27","SAMN05231548 ","PRJNA326284","GCA_001884145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/145/GCA_001884145.1_ASM188414v1"
1276,"Bacillus sp. N35-10-2","N35-10-2","SAMN05231551 ","PRJNA326285","GCA_001884185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/185/GCA_001884185.1_ASM188418v1"
1277,"Bacillus sp. NH11B","NH11B","SAMN05231552 ","PRJNA326287","GCA_001884205.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/205/GCA_001884205.1_ASM188420v1"
1278,"Bacillus sp. P14-1","P14-1","SAMN05231661 ","PRJNA326289","GCA_001884215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/215/GCA_001884215.1_ASM188421v1"
1279,"Bacillus sp. N35-10-4","N35-10-4","SAMN05231553 ","PRJNA326286","GCA_001884225.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/225/GCA_001884225.1_ASM188422v1"
1280,"Bacillus sp. NH24A2","NH24A2","SAMN05231634 ","PRJNA326288","GCA_001884235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/884/235/GCA_001884235.1_ASM188423v1"
1283,"Bacillus weihaiensis","Alg07","SAMN05178567 ","PRJNA323409","GCA_001889165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/165/GCA_001889165.1_ASM188916v1"
1284,"Bacillus amyloliquefaciens","LM2303","SAMN06043296 ","PRJNA354206","GCA_001889285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/285/GCA_001889285.1_ASM188928v1"
1285,"Bacillus subtilis","J-5","SAMN05912821 ","PRJNA341928","GCA_001889385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/385/GCA_001889385.1_ASM188938v1"
1286,"Bacillus subtilis","MJ01","SAMN05231882 ","PRJNA326460","GCA_001889625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/625/GCA_001889625.1_ASM188962v1"
1287,"Bacillus subtilis","KH2","SAMN06060088 ","PRJNA355020","GCA_001890405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/405/GCA_001890405.1_ASM189040v1"
1288,"Bacillus subtilis","UMX-103","SAMD00051050 ","PRJDB4745","GCA_001895065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/065/GCA_001895065.1_ASM189506v1"
1289,"Bacillus cereus","16SBCL1279","SAMN05907188 ","PRJNA348321","GCA_001895235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/235/GCA_001895235.1_ASM189523v1"
1290,"Bacillus safensis","KCTC 12796BP","SAMN06016472 ","PRJNA353573","GCA_001895885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/885/GCA_001895885.1_ASM189588v1"
1291,"Bacillus sp. H15-1","H15-1","SAMN06092843 ","PRJNA355632","GCA_001896025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/025/GCA_001896025.1_ASM189602v1"
1292,"Bacillus licheniformis","YNP2-TSU","SAMN05560474 ","PRJNA338659","GCA_001896285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/285/GCA_001896285.1_ASM189628v1"
1293,"Bacillus licheniformis","YNP5-TSU","SAMN05560547 ","PRJNA338659","GCA_001896295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/295/GCA_001896295.1_ASM189629v1"
1294,"Bacillus licheniformis","YNP3-TSU","SAMN05560543 ","PRJNA338659","GCA_001896305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/305/GCA_001896305.1_ASM189630v1"
1295,"Bacillus altitudinis","YNP4-TSU","SAMN05560546 ","PRJNA338659","GCA_001896335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/335/GCA_001896335.1_ASM189633v1"
1296,"Bacillus cereus","NZAS01","SAMN05861659 ","PRJNA345384","GCA_001901235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/235/GCA_001901235.1_ASM190123v1"
1297,"Bacillus cereus","NZAS02","SAMN05861660 ","PRJNA345384","GCA_001901245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/245/GCA_001901245.1_ASM190124v1"
1298,"Bacillus cereus","NZAS03","SAMN05861661 ","PRJNA345384","GCA_001901305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/305/GCA_001901305.1_ASM190130v1"
1299,"Bacillus licheniformis","127185/10","SAMN05762524 ","PRJNA342590","GCA_001901555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/555/GCA_001901555.1_ASM190155v1"
1300,"Bacillus cereus","MOD1_Bc67","SAMN05415720 ","PRJNA326742","GCA_001901815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/815/GCA_001901815.1_ASM190181v1"
1301,"Bacillus cereus","MOD1_Bc113","SAMN05415765 ","PRJNA326742","GCA_001901885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/885/GCA_001901885.1_ASM190188v1"
1302,"Bacillus cereus","MOD1_Bc111","SAMN05415740 ","PRJNA326742","GCA_001901895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/895/GCA_001901895.1_ASM190189v1"
1303,"Bacillus cereus","MOD1_Bc112","SAMN05415756 ","PRJNA326742","GCA_001901905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/905/GCA_001901905.1_ASM190190v1"
1304,"Bacillus cereus","MOD1_Bc12","SAMN05415728 ","PRJNA326742","GCA_001901925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/925/GCA_001901925.1_ASM190192v1"
1305,"Bacillus subtilis","29R7-12","SAMN05920240 ","PRJNA349089","GCA_001902555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/555/GCA_001902555.1_ASM190255v1"
1306,"Bacillus pumilus","GLB197","SAMN06106541 ","PRJNA356109","GCA_001908475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/475/GCA_001908475.1_ASM190847v1"
1307,"Bacillus cereus","BC04","SAMN04992846 ","PRJNA321567","GCA_001909175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/909/175/GCA_001909175.1_ASM190917v1"
1308,"Bacillus cereus","MOD1_Bc119","SAMN05608051 ","PRJNA326742","GCA_001913295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/295/GCA_001913295.1_ASM191329v1"
1309,"Bacillus cereus","MOD1_Bc89","SAMN05608078 ","PRJNA326742","GCA_001913305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/305/GCA_001913305.1_ASM191330v1"
1310,"Bacillus cereus","MOD1_Bc80","SAMN05608083 ","PRJNA326742","GCA_001913315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/315/GCA_001913315.1_ASM191331v1"
1312,"Bacillus cereus","MOD1_Bc50","SAMN05608038 ","PRJNA326742","GCA_001913375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/375/GCA_001913375.1_ASM191337v1"
1313,"Bacillus cereus","MOD1_Bc66","SAMN05608045 ","PRJNA326742","GCA_001913385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/385/GCA_001913385.1_ASM191338v1"
1314,"Bacillus cereus","MOD1_Bc72","SAMN05608041 ","PRJNA326742","GCA_001913395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/395/GCA_001913395.1_ASM191339v1"
1315,"Bacillus cereus","MOD1_Bc23","SAMN05415286 ","PRJNA326742","GCA_001913405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/405/GCA_001913405.1_ASM191340v1"
1316,"Bacillus cereus","MOD1_Bc21","SAMN05415285 ","PRJNA326742","GCA_001913455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/455/GCA_001913455.1_ASM191345v1"
1317,"Bacillus cereus","MOD1_Bc138","SAMN05608067 ","PRJNA326742","GCA_001913465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/465/GCA_001913465.1_ASM191346v1"
1318,"Bacillus cereus","MOD1_Bc68","SAMN05608063 ","PRJNA326742","GCA_001913475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/475/GCA_001913475.1_ASM191347v1"
1319,"Bacillus cereus","MOD1_Bc55","SAMN05608072 ","PRJNA326742","GCA_001913485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/485/GCA_001913485.1_ASM191348v1"
1320,"Bacillus cereus","MOD1_Bc133","SAMN05415710 ","PRJNA326742","GCA_001913535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/535/GCA_001913535.1_ASM191353v1"
1321,"Bacillus cereus","MOD1_Bc135","SAMN05608070 ","PRJNA326742","GCA_001913545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/545/GCA_001913545.1_ASM191354v1"
1322,"Bacillus cereus","MOD1_Bc137","SAMN05608068 ","PRJNA326742","GCA_001913555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/555/GCA_001913555.1_ASM191355v1"
1323,"Bacillus cereus","MOD1_Bc139","SAMN05608066 ","PRJNA326742","GCA_001913575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/575/GCA_001913575.1_ASM191357v1"
1325,"Bacillus cereus","MOD1_Bc77","SAMN05608061 ","PRJNA326742","GCA_001913625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/625/GCA_001913625.1_ASM191362v1"
1326,"Bacillus cereus","MOD1_Bc85","SAMN05415288 ","PRJNA326742","GCA_001913635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/635/GCA_001913635.1_ASM191363v1"
1327,"Bacillus cereus","MOD1_Bc136","SAMN05608069 ","PRJNA326742","GCA_001913645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/645/GCA_001913645.1_ASM191364v1"
1328,"Bacillus licheniformis","YNP1-TSU","SAMN05559629 ","PRJNA338659","GCA_001914255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/914/255/GCA_001914255.1_ASM191425v1"
1329,"Bacillus amyloliquefaciens","WS-8","SAMN06051297 ","PRJNA354791","GCA_001922005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/005/GCA_001922005.1_ASM192200v1"
1332,"Bacillus licheniformis","B4121","SAMN04127601 ","PRJNA296449","GCA_001925045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/925/045/GCA_001925045.1_ASM192504v1"
1333,"Bacillus licheniformis","B4124","SAMN04127603 ","PRJNA296449","GCA_001925055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/925/055/GCA_001925055.1_ASM192505v1"
1334,"Bacillus licheniformis","B4125","SAMN04127604 ","PRJNA296449","GCA_001925105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/925/105/GCA_001925105.1_ASM192510v1"
1335,"Bacillus licheniformis","B4094","SAMN04127600 ","PRJNA296449","GCA_001925115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/925/115/GCA_001925115.1_ASM192511v1"
1336,"Bacillus cereus","PJC48","SAMN06162265 ","PRJNA357945","GCA_001932005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/005/GCA_001932005.1_ASM193200v1"
1337,"Bacillus anthracis","Tyrol 4675","SAMN06186720 ","PRJNA309927","GCA_001936375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/375/GCA_001936375.1_ASM193637v1"
1338,"Bacillus cereus","ISSFR-23F","SAMN05442526 ","PRJNA335430","GCA_001936485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/485/GCA_001936485.1_ASM193648v1"
1339,"Bacillus pseudofirmus","MRML5","SAMN06140725 ","PRJNA357290","GCA_001937355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/355/GCA_001937355.1_ASM193735v1"
1340,"Bacillus megaterium","MRML4","SAMN06114098 ","PRJNA356447","GCA_001937775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/775/GCA_001937775.1_ASM193777v1"
1341,"Bacillus safensis","U14-5","SAMN04958657 ","PRJNA320863","GCA_001938665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/665/GCA_001938665.1_ASM193866v1"
1342,"Bacillus safensis","U41","SAMN04958703 ","PRJNA320863","GCA_001938685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/685/GCA_001938685.1_ASM193868v1"
1343,"Bacillus safensis","U17-1","SAMN04958521 ","PRJNA320863","GCA_001938705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/705/GCA_001938705.1_ASM193870v1"
1344,"Bacillus pumilus","GM3FR","SAMN05846351 ","PRJNA344842","GCA_001938995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/995/GCA_001938995.1_ASM193899v1"
1345,"Bacillus licheniformis","127160/7","SAMN05767746 ","PRJNA342748","GCA_001939525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/525/GCA_001939525.1_ASM193952v1"
1346,"Bacillus licheniformis","127185/2","SAMN05767736 ","PRJNA342741","GCA_001939535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/535/GCA_001939535.1_ASM193953v1"
1347,"Bacillus paralicheniformis","167/2","SAMN05767741 ","PRJNA342746","GCA_001939545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/545/GCA_001939545.1_ASM193954v1"
1348,"Bacillus cereus","MOD1_Bc174","SAMN05901941 ","PRJNA326742","GCA_001940365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/365/GCA_001940365.1_ASM194036v1"
1349,"Bacillus sp. MB366","MB366","SAMN06134554 ","PRJNA357173","GCA_001940445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/445/GCA_001940445.1_ASM194044v1"
1350,"Bacillus pseudofirmus","MRWL7","SAMN06140701 ","PRJNA357289","GCA_001940735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/735/GCA_001940735.1_ASM194073v1"
1352,"Bacillus cereus","ISSFR-9F","SAMN05442525 ","PRJNA335430","GCA_001941885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/885/GCA_001941885.1_ASM194188v1"
1353,"Bacillus cereus","ISSFR-3F","SAMN05442524 ","PRJNA335430","GCA_001941905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/905/GCA_001941905.1_ASM194190v1"
1354,"Bacillus cereus","JEM-2","SAMN05442529 ","PRJNA335430","GCA_001941925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/925/GCA_001941925.1_ASM194192v1"
1355,"Bacillus sp. CBA7126","CBA7126","SAMD00066804 ","PRJDB4894","GCA_001950175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/175/GCA_001950175.1_ASM195017v1"
1356,"Bacillus thuringiensis","INTA Fr7-4","SAMN06167427 ","PRJNA358211","GCA_001968805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/968/805/GCA_001968805.1_ASM196880v1"
1357,"Bacillus swezeyi","NRRL B-41282","SAMN06229978 ","PRJNA299292","GCA_001969555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/555/GCA_001969555.1_ASM196955v1"
1361,"Bacillus sp. I-2","I-2","SAMN05204094 ","PRJNA324449","GCA_001974945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/974/945/GCA_001974945.1_ASM197494v1"
1362,"Bacillus sp. GZB","GZB","SAMN06249519 ","PRJNA362831","GCA_001975995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/995/GCA_001975995.1_ASM197599v1"
1363,"Bacillus cereus","MOD1_Bc107","SAMN05901942 ","PRJNA326742","GCA_001982805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/805/GCA_001982805.1_ASM198280v1"
1364,"Bacillus cereus","MOD1_Bc110","SAMN05901943 ","PRJNA326742","GCA_001982815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/815/GCA_001982815.1_ASM198281v1"
1365,"Bacillus cereus","MOD1_Bc98","SAMN05901948 ","PRJNA326742","GCA_001982845.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/845/GCA_001982845.1_ASM198284v1"
1366,"Bacillus cereus","MOD1_Bc149","SAMN05905663 ","PRJNA326742","GCA_001982855.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/855/GCA_001982855.1_ASM198285v1"
1367,"Bacillus cereus","MOD1_Bc97","SAMN05901947 ","PRJNA326742","GCA_001982885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/885/GCA_001982885.1_ASM198288v1"
1368,"Bacillus cereus","MOD1_Bc99","SAMN05901946 ","PRJNA326742","GCA_001982895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/895/GCA_001982895.1_ASM198289v1"
1369,"Bacillus cereus","MOD1_Bc105","SAMN05901945 ","PRJNA326742","GCA_001982925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/925/GCA_001982925.1_ASM198292v1"
1370,"Bacillus cereus","MOD1_Bc106","SAMN05901944 ","PRJNA326742","GCA_001982935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/935/GCA_001982935.1_ASM198293v1"
1372,"Bacillus anthracis","SPV842_15","SAMN06270326 ","PRJNA368680","GCA_001990245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/245/GCA_001990245.1_ASM199024v1"
1373,"Bacillus subtilis","AG4","SAMN06066714 ","PRJNA355231","GCA_001996305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/996/305/GCA_001996305.1_ASM199630v1"
1374,"Bacillus sp. 275","275","SAMN06286449 ","PRJNA369455","GCA_001999205.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/205/GCA_001999205.1_ASM199920v1"
1375,"Bacillus cereus","FORC021","SAMN04233293 ","PRJNA301081","GCA_002000005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/005/GCA_002000005.1_ASM200000v1"
1376,"Bacillus mycoides","SB4","SAMN06121431 ","PRJNA356719","GCA_002001145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/001/145/GCA_002001145.1_SB4"
1377,"Bacillus velezensis","CH13","SAMN06007748 ","PRJNA353000","GCA_002002555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/555/GCA_002002555.1_ASM200255v1"
1378,"Bacillus cereus","MOD1_Bc81","SAMN05608064 ","PRJNA326742","GCA_002003645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/645/GCA_002003645.1_ASM200364v1"
1379,"Bacillus anthracis","Sterne 34F2","SAMN06161234 ","PRJNA357857","GCA_002005265.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/265/GCA_002005265.1_ASM200526v1"
1380,"Bacillus velezensis","GH1-13","SAMN06196402 ","PRJNA359634","GCA_002005345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/345/GCA_002005345.1_ASM200534v1"
